locus_tag	ftype	length_bp	gene	EC_number	COG	product
LOAGDLFN_03366	CDS	825	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
LOAGDLFN_03367	CDS	843				hypothetical protein
LOAGDLFN_03368	CDS	909				hypothetical protein
LOAGDLFN_03369	CDS	552		2.3.1.-		Putative acetyltransferase
LOAGDLFN_03370	CDS	219				hypothetical protein
LOAGDLFN_03371	CDS	855	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
LOAGDLFN_03372	CDS	1020	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LOAGDLFN_03373	CDS	501	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
LOAGDLFN_03374	CDS	261	rpmB		COG0227	50S ribosomal protein L28
LOAGDLFN_03375	CDS	189	rpmG2			50S ribosomal protein L33 2
LOAGDLFN_03376	CDS	156				hypothetical protein
LOAGDLFN_03377	CDS	960	ftsY		COG0552	Signal recognition particle receptor FtsY
LOAGDLFN_03378	CDS	1299	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
LOAGDLFN_03379	CDS	273	hup_2			DNA-binding protein HU
LOAGDLFN_03380	CDS	1431	ihfA			Integration host factor subunit alpha
LOAGDLFN_03381	CDS	996				hypothetical protein
LOAGDLFN_03382	CDS	870			COG1721	putative protein
LOAGDLFN_03383	CDS	1098				hypothetical protein
LOAGDLFN_03384	CDS	999				hypothetical protein
LOAGDLFN_03385	CDS	1023				hypothetical protein
LOAGDLFN_03386	CDS	708				hypothetical protein
LOAGDLFN_03387	CDS	1836				hypothetical protein
LOAGDLFN_03388	CDS	819				hypothetical protein
LOAGDLFN_03389	CDS	708				hypothetical protein
LOAGDLFN_03390	CDS	270				hypothetical protein
LOAGDLFN_03391	CDS	1128				hypothetical protein
LOAGDLFN_03392	CDS	1359				hypothetical protein
LOAGDLFN_03393	CDS	1218				hypothetical protein
LOAGDLFN_03394	CDS	2568	gyrA_2	5.6.2.2		DNA gyrase subunit A
LOAGDLFN_03395	CDS	2517	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
LOAGDLFN_03396	CDS	2046	htpG		COG0326	Chaperone protein HtpG
LOAGDLFN_03397	CDS	2424				hypothetical protein
LOAGDLFN_03398	tRNA	75				tRNA-Arg(acg)
LOAGDLFN_03399	tRNA	75				tRNA-Arg(acg)
LOAGDLFN_03400	tRNA	75				tRNA-Arg(acg)
LOAGDLFN_03401	CDS	870	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LOAGDLFN_03402	CDS	1998	ligA	6.5.1.2		DNA ligase
LOAGDLFN_03403	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
LOAGDLFN_03404	CDS	912	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
LOAGDLFN_03405	CDS	834	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
LOAGDLFN_03406	CDS	414				hypothetical protein
LOAGDLFN_03407	CDS	1017	yqeN		COG1466	putative protein YqeN
LOAGDLFN_03408	CDS	825	amn	3.2.2.4	COG0775	AMP nucleosidase
LOAGDLFN_03409	CDS	378				hypothetical protein
LOAGDLFN_03410	CDS	792				hypothetical protein
LOAGDLFN_03411	CDS	1095			COG0327	GTP cyclohydrolase 1 type 2 
LOAGDLFN_03412	CDS	279				hypothetical protein
LOAGDLFN_03413	CDS	798	fetB		COG0390	putative iron export permease protein FetB
LOAGDLFN_03414	CDS	669	glnQ	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
LOAGDLFN_03415	CDS	1491	proS	6.1.1.15	COG0442	Proline--tRNA ligase
LOAGDLFN_03416	CDS	1152				hypothetical protein
LOAGDLFN_03417	CDS	2028	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
LOAGDLFN_03418	CDS	441	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
LOAGDLFN_03419	CDS	666				hypothetical protein
LOAGDLFN_03420	CDS	789	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
LOAGDLFN_03421	CDS	1119				hypothetical protein
LOAGDLFN_03422	CDS	1287				hypothetical protein
LOAGDLFN_03423	CDS	759	kpsU_1	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
LOAGDLFN_03424	CDS	375				hypothetical protein
LOAGDLFN_03425	CDS	423				hypothetical protein
LOAGDLFN_03426	CDS	198				hypothetical protein
LOAGDLFN_03427	CDS	975	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
LOAGDLFN_03428	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
LOAGDLFN_03429	CDS	924				hypothetical protein
LOAGDLFN_03430	CDS	828				hypothetical protein
LOAGDLFN_03431	CDS	2328	mrcA		COG5009	Penicillin-binding protein 1A
LOAGDLFN_03432	CDS	942	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
LOAGDLFN_03433	CDS	468	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
LOAGDLFN_03434	CDS	588	flr_2			Flavoredoxin
LOAGDLFN_03435	CDS	720				hypothetical protein
LOAGDLFN_03436	CDS	1281	glyA	2.1.2.1		Serine hydroxymethyltransferase
LOAGDLFN_03437	CDS	1344	mepA_5			Multidrug export protein MepA
LOAGDLFN_03438	CDS	720	yiaD		COG2885	putative lipoprotein YiaD
LOAGDLFN_03439	CDS	723	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
LOAGDLFN_03440	CDS	885				hypothetical protein
LOAGDLFN_03441	CDS	1776				hypothetical protein
LOAGDLFN_03442	CDS	468	ecfG			ECF RNA polymerase sigma factor EcfG
LOAGDLFN_03443	CDS	1005				hypothetical protein
LOAGDLFN_03444	CDS	351				hypothetical protein
LOAGDLFN_03445	CDS	615				hypothetical protein
LOAGDLFN_03446	CDS	1089	wbpI_3	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
LOAGDLFN_03447	CDS	1443				hypothetical protein
LOAGDLFN_03448	CDS	1599	pyrG_1	6.3.4.2		CTP synthase
LOAGDLFN_03449	CDS	1866	yidC		COG0706	Membrane protein insertase YidC
LOAGDLFN_03450	CDS	2121	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
LOAGDLFN_03451	CDS	927	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
LOAGDLFN_03452	CDS	1422	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
LOAGDLFN_03453	CDS	2766	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
LOAGDLFN_03454	CDS	1500				hypothetical protein
LOAGDLFN_03455	CDS	210				hypothetical protein
LOAGDLFN_03456	CDS	1044				hypothetical protein
LOAGDLFN_03457	CDS	861				hypothetical protein
LOAGDLFN_03458	CDS	396				hypothetical protein
LOAGDLFN_03459	CDS	1596				hypothetical protein
LOAGDLFN_03460	CDS	849				hypothetical protein
LOAGDLFN_03461	CDS	444				hypothetical protein
LOAGDLFN_03462	CDS	591				hypothetical protein
LOAGDLFN_03463	CDS	690				hypothetical protein
LOAGDLFN_03464	CDS	399				hypothetical protein
LOAGDLFN_03465	CDS	291				hypothetical protein
LOAGDLFN_03466	CDS	2301				hypothetical protein
LOAGDLFN_03467	CDS	1656				hypothetical protein
LOAGDLFN_03468	CDS	660				hypothetical protein
LOAGDLFN_03469	CDS	738				hypothetical protein
LOAGDLFN_03470	CDS	699				hypothetical protein
LOAGDLFN_03471	CDS	678				hypothetical protein
LOAGDLFN_03472	CDS	1140				hypothetical protein
LOAGDLFN_03473	CDS	597				hypothetical protein
LOAGDLFN_03474	CDS	492				hypothetical protein
LOAGDLFN_03475	CDS	1239				hypothetical protein
LOAGDLFN_03476	CDS	873				hypothetical protein
LOAGDLFN_03477	CDS	474				hypothetical protein
LOAGDLFN_03478	CDS	2337				hypothetical protein
LOAGDLFN_03479	CDS	696				hypothetical protein
LOAGDLFN_03480	CDS	1074				hypothetical protein
LOAGDLFN_03481	CDS	1278				hypothetical protein
LOAGDLFN_03482	CDS	585				hypothetical protein
LOAGDLFN_03483	CDS	627				hypothetical protein
LOAGDLFN_03484	CDS	777				hypothetical protein
LOAGDLFN_03485	CDS	1269	mutS_3			DNA mismatch repair protein MutS
LOAGDLFN_03486	CDS	231				hypothetical protein
LOAGDLFN_03487	CDS	1326				hypothetical protein
LOAGDLFN_03488	CDS	1185				hypothetical protein
LOAGDLFN_03489	CDS	744				hypothetical protein
LOAGDLFN_03490	CDS	540				hypothetical protein
LOAGDLFN_03491	CDS	561				hypothetical protein
LOAGDLFN_03492	CDS	678				hypothetical protein
LOAGDLFN_03493	CDS	177				hypothetical protein
LOAGDLFN_03494	CDS	303				hypothetical protein
LOAGDLFN_03495	CDS	237				hypothetical protein
LOAGDLFN_03496	CDS	432				hypothetical protein
LOAGDLFN_03497	CDS	1275				hypothetical protein
LOAGDLFN_03498	CDS	765	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
LOAGDLFN_03499	CDS	474				hypothetical protein
LOAGDLFN_03500	CDS	1941				hypothetical protein
LOAGDLFN_03501	CDS	918				hypothetical protein
LOAGDLFN_03502	CDS	498	gph_4	3.1.3.18		Phosphoglycolate phosphatase
LOAGDLFN_03503	CDS	981				hypothetical protein
LOAGDLFN_03504	CDS	147				hypothetical protein
LOAGDLFN_03505	CDS	474				hypothetical protein
LOAGDLFN_03506	CDS	234				hypothetical protein
LOAGDLFN_03507	CDS	2262	recD2_5	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
LOAGDLFN_03508	CDS	3084				hypothetical protein
LOAGDLFN_03509	CDS	1806				hypothetical protein
LOAGDLFN_03510	CDS	1293				hypothetical protein
LOAGDLFN_03511	CDS	2316				hypothetical protein
LOAGDLFN_03512	CDS	387				hypothetical protein
LOAGDLFN_03513	CDS	210				hypothetical protein
LOAGDLFN_03514	CDS	363				hypothetical protein
LOAGDLFN_03515	CDS	378				hypothetical protein
LOAGDLFN_03516	CDS	255				hypothetical protein
LOAGDLFN_03517	CDS	570				hypothetical protein
LOAGDLFN_03518	CDS	480				hypothetical protein
LOAGDLFN_03519	CDS	678	lexA	3.4.21.88		LexA repressor
LOAGDLFN_03520	CDS	483	dinB_2	2.7.7.7		DNA polymerase IV
LOAGDLFN_03521	CDS	786	umuC		COG0389	Protein UmuC
LOAGDLFN_03522	CDS	498				hypothetical protein
LOAGDLFN_03523	CDS	1056				hypothetical protein
LOAGDLFN_03524	CDS	285			COG0776	DNA-binding protein HU
LOAGDLFN_03525	CDS	1572				hypothetical protein
LOAGDLFN_03526	CDS	3291	dnaG_5	2.7.7.-		DNA primase
LOAGDLFN_03527	CDS	204				hypothetical protein
LOAGDLFN_03528	CDS	318				hypothetical protein
LOAGDLFN_03529	CDS	192				hypothetical protein
LOAGDLFN_03530	CDS	450				hypothetical protein
LOAGDLFN_03531	CDS	1857	pyrG_2	6.3.4.2		CTP synthase
LOAGDLFN_03532	CDS	438				hypothetical protein
LOAGDLFN_03533	CDS	2313				hypothetical protein
LOAGDLFN_03534	CDS	675	yknY_5	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
LOAGDLFN_03535	CDS	2310				hypothetical protein
LOAGDLFN_03536	CDS	2106	dcp_3	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
LOAGDLFN_03537	CDS	1161				hypothetical protein
LOAGDLFN_03538	CDS	855				hypothetical protein
LOAGDLFN_03539	CDS	231				hypothetical protein
LOAGDLFN_03540	CDS	714	wfeD	2.4.1.304		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase
LOAGDLFN_03541	CDS	1095	epsF	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
LOAGDLFN_03542	CDS	1830				hypothetical protein
LOAGDLFN_03543	CDS	906				IS982 family transposase IS195
LOAGDLFN_03544	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
LOAGDLFN_03545	CDS	735	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LOAGDLFN_03546	CDS	828	wbnK_2	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
LOAGDLFN_03547	CDS	1308				hypothetical protein
LOAGDLFN_03548	CDS	891				hypothetical protein
LOAGDLFN_03549	CDS	1563				hypothetical protein
LOAGDLFN_03550	CDS	174				hypothetical protein
LOAGDLFN_03551	CDS	384				hypothetical protein
LOAGDLFN_03552	CDS	549				hypothetical protein
LOAGDLFN_03553	CDS	417				hypothetical protein
LOAGDLFN_03554	CDS	429				hypothetical protein
LOAGDLFN_03555	CDS	474				hypothetical protein
LOAGDLFN_03556	CDS	228				hypothetical protein
LOAGDLFN_03557	CDS	540	bsaA			Glutathione peroxidase BsaA
LOAGDLFN_03558	CDS	201				hypothetical protein
LOAGDLFN_03559	CDS	1773				hypothetical protein
LOAGDLFN_03560	CDS	1341	zraR_5		COG2204	Transcriptional regulatory protein ZraR
LOAGDLFN_03561	CDS	1302	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
LOAGDLFN_03562	CDS	3177	recB	3.1.11.5		RecBCD enzyme subunit RecB
LOAGDLFN_03563	CDS	2880	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
LOAGDLFN_03564	CDS	828	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
LOAGDLFN_03565	CDS	1557	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
LOAGDLFN_03566	CDS	2463	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
LOAGDLFN_03567	CDS	741			COG0217	putative transcriptional regulatory protein
LOAGDLFN_03568	CDS	246				hypothetical protein
LOAGDLFN_03569	CDS	1023				hypothetical protein
LOAGDLFN_03570	CDS	783				IS21 family transposase ISBf1
LOAGDLFN_03571	CDS	1575				hypothetical protein
LOAGDLFN_03572	CDS	369				hypothetical protein
LOAGDLFN_03573	CDS	198				hypothetical protein
LOAGDLFN_03574	CDS	120				hypothetical protein
LOAGDLFN_03575	CDS	936				hypothetical protein
LOAGDLFN_03576	CDS	1623				hypothetical protein
LOAGDLFN_03577	CDS	1035	traC	2.7.7.-		DNA primase TraC
LOAGDLFN_03578	CDS	198				hypothetical protein
LOAGDLFN_03579	CDS	270				hypothetical protein
LOAGDLFN_03580	CDS	132				hypothetical protein
LOAGDLFN_03581	CDS	780	soj_4	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
LOAGDLFN_03582	CDS	234				hypothetical protein
LOAGDLFN_03583	CDS	1803				hypothetical protein
LOAGDLFN_03584	CDS	846				hypothetical protein
LOAGDLFN_03585	CDS	687				hypothetical protein
LOAGDLFN_03586	CDS	306				hypothetical protein
LOAGDLFN_03587	CDS	177				hypothetical protein
LOAGDLFN_03588	CDS	1065				hypothetical protein
LOAGDLFN_03589	CDS	435				hypothetical protein
LOAGDLFN_03590	CDS	672				hypothetical protein
LOAGDLFN_03591	CDS	1005				hypothetical protein
LOAGDLFN_03592	CDS	351				hypothetical protein
LOAGDLFN_03593	CDS	2697				TonB-dependent receptor P3
LOAGDLFN_03594	CDS	1617	susD_2			Starch-binding protein SusD
LOAGDLFN_03595	CDS	603				hypothetical protein
LOAGDLFN_03596	CDS	162				hypothetical protein
LOAGDLFN_03597	CDS	798				IS21 family transposase ISBf1
LOAGDLFN_03598	CDS	231				hypothetical protein
LOAGDLFN_03599	CDS	906				IS982 family transposase IS195
LOAGDLFN_03600	CDS	525				hypothetical protein
LOAGDLFN_03601	CDS	864				hypothetical protein
LOAGDLFN_03602	CDS	927				hypothetical protein
LOAGDLFN_03603	CDS	1308				SusD-like protein P38
LOAGDLFN_03604	CDS	1779				TonB-dependent receptor P3
LOAGDLFN_03605	CDS	1197	susC_18			TonB-dependent receptor SusC
LOAGDLFN_03606	CDS	1092				hypothetical protein
LOAGDLFN_03607	CDS	372	ppk_3	2.7.4.1		Polyphosphate kinase
LOAGDLFN_03608	CDS	909	ppx2_2	3.6.1.11	COG0248	Exopolyphosphatase 2
LOAGDLFN_03609	CDS	537	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
LOAGDLFN_03610	CDS	795				hypothetical protein
LOAGDLFN_03611	CDS	2559	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
LOAGDLFN_03612	CDS	2247	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
LOAGDLFN_03613	CDS	984	pfkA_3	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
LOAGDLFN_03614	CDS	456				hypothetical protein
LOAGDLFN_03615	CDS	429				hypothetical protein
LOAGDLFN_03616	CDS	750	gpmA_3	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
LOAGDLFN_03617	CDS	1050	fbaB_2	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
LOAGDLFN_03618	CDS	483	ftnA_2	1.16.3.2		Bacterial non-heme ferritin
LOAGDLFN_03619	CDS	648				hypothetical protein
LOAGDLFN_03620	CDS	210	ftnA_3	1.16.3.2		Bacterial non-heme ferritin
LOAGDLFN_03621	CDS	141				hypothetical protein
LOAGDLFN_03622	CDS	2424				hypothetical protein
LOAGDLFN_03623	CDS	711	yknY_6	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
LOAGDLFN_03624	CDS	1251	mdtA_3			Multidrug resistance protein MdtA
LOAGDLFN_03625	CDS	1308				hypothetical protein
LOAGDLFN_03626	CDS	1332	zraR_6		COG2204	Transcriptional regulatory protein ZraR
LOAGDLFN_03627	CDS	1323	walK	2.7.13.3		Sensor protein kinase WalK
LOAGDLFN_03628	CDS	1533				hypothetical protein
LOAGDLFN_03629	CDS	1503	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
LOAGDLFN_03630	tRNA	74				tRNA-Gly(gcc)
LOAGDLFN_03631	tRNA	84				tRNA-Leu(cag)
LOAGDLFN_03632	tRNA	74				tRNA-Gly(gcc)
LOAGDLFN_03633	tRNA	85				tRNA-Leu(gag)
LOAGDLFN_03634	tRNA	82				tRNA-Leu(cag)
LOAGDLFN_03635	tRNA	74				tRNA-Gly(gcc)
LOAGDLFN_03636	CDS	1164	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
LOAGDLFN_03637	CDS	2391	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
LOAGDLFN_03638	CDS	618	sodB	1.15.1.1	COG0605	Superoxide dismutase [Mn/Fe]
LOAGDLFN_03639	CDS	201				hypothetical protein
LOAGDLFN_03640	CDS	627	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
LOAGDLFN_03641	CDS	774	thiG	2.8.1.10	COG2022	Thiazole synthase
LOAGDLFN_03642	CDS	1701	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
LOAGDLFN_03643	CDS	516				hypothetical protein
LOAGDLFN_03644	CDS	552				hypothetical protein
LOAGDLFN_03645	CDS	1131	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
LOAGDLFN_03646	CDS	693	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
LOAGDLFN_03647	CDS	1125	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
LOAGDLFN_03648	CDS	354				hypothetical protein
LOAGDLFN_03649	CDS	609	thiE_2	2.5.1.3		Thiamine-phosphate synthase
LOAGDLFN_03650	CDS	939	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
LOAGDLFN_03651	CDS	1359				hypothetical protein
LOAGDLFN_03652	CDS	1311	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
LOAGDLFN_03653	CDS	792	ydcV			Inner membrane ABC transporter permease protein YdcV
LOAGDLFN_03654	CDS	798	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
LOAGDLFN_03655	CDS	1389	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LOAGDLFN_03656	CDS	1119	resA_15			Thiol-disulfide oxidoreductase ResA
LOAGDLFN_03657	CDS	1359				hypothetical protein
LOAGDLFN_03658	CDS	2565	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
LOAGDLFN_03659	CDS	1671				hypothetical protein
LOAGDLFN_03660	CDS	465	ntpK			V-type sodium ATPase subunit K
LOAGDLFN_03661	CDS	1806				hypothetical protein
LOAGDLFN_03662	CDS	606	atpD_2			V-type ATP synthase subunit D
LOAGDLFN_03663	CDS	1323	ntpB			V-type sodium ATPase subunit B
LOAGDLFN_03664	CDS	1755	atpA_2	7.1.2.2	COG1155	V-type ATP synthase alpha chain
LOAGDLFN_03665	CDS	837				hypothetical protein
LOAGDLFN_03666	CDS	591	atpE_2			V-type proton ATPase subunit E
LOAGDLFN_03667	rRNA	106				5S ribosomal RNA
LOAGDLFN_03668	rRNA	2880				23S ribosomal RNA
LOAGDLFN_03669	tRNA	75				tRNA-Ala(tgc)
LOAGDLFN_03670	tRNA	75				tRNA-Ile(gat)
LOAGDLFN_03671	rRNA	1524				16S ribosomal RNA
LOAGDLFN_03672	CDS	606				hypothetical protein
LOAGDLFN_03673	CDS	1191				hypothetical protein
LOAGDLFN_03674	CDS	1173				hypothetical protein
LOAGDLFN_03675	CDS	996	emrA			Colistin resistance protein EmrA
LOAGDLFN_03676	CDS	1434				hypothetical protein
LOAGDLFN_03677	CDS	2199				hypothetical protein
LOAGDLFN_03678	CDS	2190	glnA_2	6.3.1.2		Glutamine synthetase
LOAGDLFN_03679	CDS	702	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
LOAGDLFN_03680	CDS	153				hypothetical protein
LOAGDLFN_03681	CDS	513				hypothetical protein
LOAGDLFN_03682	CDS	798	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
LOAGDLFN_03683	CDS	930	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
LOAGDLFN_03684	CDS	924	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LOAGDLFN_03685	CDS	1011	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
LOAGDLFN_03686	CDS	441	mscL		COG1970	Large-conductance mechanosensitive channel
LOAGDLFN_03687	CDS	1554	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
LOAGDLFN_03688	CDS	1308	nadE_2	6.3.1.5		NH(3)-dependent NAD(+) synthetase
LOAGDLFN_03689	CDS	1161		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
LOAGDLFN_03690	CDS	423				hypothetical protein
LOAGDLFN_03691	CDS	1152	ttgA_2			Toluene efflux pump periplasmic linker protein TtgA
LOAGDLFN_03692	CDS	3150	bepE_5			Efflux pump membrane transporter BepE
LOAGDLFN_03693	CDS	1455	oprM_2		COG1538	Outer membrane protein OprM
LOAGDLFN_03694	CDS	252				hypothetical protein
LOAGDLFN_03695	CDS	1026	mdtA_4			Multidrug resistance protein MdtA
LOAGDLFN_03696	CDS	2295	mdtB			Multidrug resistance protein MdtB
LOAGDLFN_03697	CDS	651	cnrA			Nickel and cobalt resistance protein CnrA
LOAGDLFN_03698	CDS	1290				hypothetical protein
LOAGDLFN_03699	CDS	1029				hypothetical protein
LOAGDLFN_03700	CDS	774	btsR_3		COG3279	Transcriptional regulatory protein BtsR
LOAGDLFN_03701	CDS	273				hypothetical protein
LOAGDLFN_03702	CDS	114				hypothetical protein
LOAGDLFN_03703	CDS	3435	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
LOAGDLFN_03704	CDS	117				hypothetical protein
LOAGDLFN_03705	CDS	606				hypothetical protein
LOAGDLFN_03706	CDS	414				hypothetical protein
LOAGDLFN_03707	CDS	1203				hypothetical protein
LOAGDLFN_03708	CDS	645	macB_4	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
LOAGDLFN_03709	CDS	1533				hypothetical protein
LOAGDLFN_03710	CDS	702	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LOAGDLFN_03711	CDS	567				hypothetical protein
LOAGDLFN_03712	CDS	1278	nupG			Nucleoside permease NupG
LOAGDLFN_03713	CDS	615				hypothetical protein
LOAGDLFN_03714	CDS	567				hypothetical protein
LOAGDLFN_03715	CDS	471				hypothetical protein
LOAGDLFN_03716	CDS	753	mro_5	5.1.3.3	COG2017	Aldose 1-epimerase
LOAGDLFN_03717	CDS	546	sigV		COG1595	RNA polymerase sigma factor SigV
LOAGDLFN_03718	CDS	1239				hypothetical protein
LOAGDLFN_03719	CDS	789	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
LOAGDLFN_03720	CDS	1185	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
LOAGDLFN_03721	CDS	651	rnd	3.1.13.5		Ribonuclease D
LOAGDLFN_03722	CDS	564				hypothetical protein
LOAGDLFN_03723	CDS	2466				hypothetical protein
LOAGDLFN_03724	CDS	615				hypothetical protein
LOAGDLFN_03725	CDS	948	trxB	1.8.1.9	COG0492	Thioredoxin reductase
LOAGDLFN_03726	CDS	2820				hypothetical protein
LOAGDLFN_03727	CDS	1488				hypothetical protein
LOAGDLFN_03728	CDS	708	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
LOAGDLFN_03729	CDS	513	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
LOAGDLFN_03730	CDS	2070	gph_5	3.1.3.18		Phosphoglycolate phosphatase
LOAGDLFN_03731	CDS	318	rplU		COG0261	50S ribosomal protein L21
LOAGDLFN_03732	CDS	264	rpmA		COG0211	50S ribosomal protein L27
LOAGDLFN_03733	CDS	570				hypothetical protein
LOAGDLFN_03734	CDS	573	pnuC		COG3201	Nicotinamide riboside transporter PnuC
LOAGDLFN_03735	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
LOAGDLFN_03736	CDS	117				hypothetical protein
LOAGDLFN_03737	CDS	1218	fucP_5		COG0738	L-fucose-proton symporter
LOAGDLFN_03738	CDS	2298	pyrK_2			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
LOAGDLFN_03739	CDS	147				hypothetical protein
LOAGDLFN_03740	CDS	771				hypothetical protein
LOAGDLFN_03741	CDS	375				hypothetical protein
LOAGDLFN_03742	CDS	423				hypothetical protein
LOAGDLFN_03743	CDS	222				hypothetical protein
LOAGDLFN_03744	CDS	177				hypothetical protein
LOAGDLFN_03745	CDS	756	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
LOAGDLFN_03746	CDS	1443				hypothetical protein
LOAGDLFN_03747	CDS	471				hypothetical protein
LOAGDLFN_03748	CDS	999				hypothetical protein
LOAGDLFN_03749	CDS	879	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
LOAGDLFN_03750	CDS	486	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
LOAGDLFN_03751	CDS	1497	mnmE_2	3.6.-.-	COG0486	tRNA modification GTPase MnmE
LOAGDLFN_03752	CDS	240				hypothetical protein
LOAGDLFN_03753	CDS	579				hypothetical protein
LOAGDLFN_03754	CDS	558				hypothetical protein
LOAGDLFN_03755	CDS	90				hypothetical protein
LOAGDLFN_03756	CDS	591				hypothetical protein
LOAGDLFN_03757	CDS	1170				hypothetical protein
LOAGDLFN_03758	CDS	486				hypothetical protein
