locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIEECKCC_03114	CDS	3300	recB	3.1.11.5		RecBCD enzyme subunit RecB
AIEECKCC_03115	CDS	2892				hypothetical protein
AIEECKCC_03116	CDS	1128	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
AIEECKCC_03117	CDS	936	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
AIEECKCC_03118	CDS	534	ybdM		COG1475	putative protein YbdM
AIEECKCC_03119	CDS	1290				hypothetical protein
AIEECKCC_03120	CDS	396				hypothetical protein
AIEECKCC_03121	CDS	531				hypothetical protein
AIEECKCC_03122	CDS	525	srpC_2		COG2059	putative chromate transport protein
AIEECKCC_03123	CDS	1281	fucP_3		COG0738	L-fucose-proton symporter
AIEECKCC_03124	CDS	885	rhaR_6			HTH-type transcriptional activator RhaR
AIEECKCC_03125	CDS	420				hypothetical protein
AIEECKCC_03126	CDS	1170	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
AIEECKCC_03127	CDS	1434	yeeO_2		COG0534	putative FMN/FAD exporter YeeO
AIEECKCC_03128	CDS	867				hypothetical protein
AIEECKCC_03129	CDS	564	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
AIEECKCC_03130	CDS	522				hypothetical protein
AIEECKCC_03131	CDS	816				hypothetical protein
AIEECKCC_03132	CDS	996				hypothetical protein
AIEECKCC_03133	CDS	330				hypothetical protein
AIEECKCC_03134	CDS	2073				hypothetical protein
AIEECKCC_03135	CDS	381				hypothetical protein
AIEECKCC_03136	CDS	1362				hypothetical protein
AIEECKCC_03137	CDS	1086				hypothetical protein
AIEECKCC_03138	CDS	2118				hypothetical protein
AIEECKCC_03139	CDS	267				hypothetical protein
AIEECKCC_03140	CDS	279				hypothetical protein
AIEECKCC_03141	CDS	1770	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
AIEECKCC_03142	CDS	2076	recF_1			DNA replication and repair protein RecF
AIEECKCC_03143	CDS	108				hypothetical protein
AIEECKCC_03144	CDS	5943				hypothetical protein
AIEECKCC_03145	CDS	522				hypothetical protein
AIEECKCC_03146	CDS	2082	topB_5	5.6.2.1	COG0550	DNA topoisomerase 3
AIEECKCC_03147	CDS	1638				hypothetical protein
AIEECKCC_03148	CDS	1857	rhaR_7			HTH-type transcriptional activator RhaR
AIEECKCC_03149	CDS	1191				hypothetical protein
AIEECKCC_03150	CDS	927				hypothetical protein
AIEECKCC_03151	CDS	912	fim1C_5			Putative fimbrium subunit Fim1C
AIEECKCC_03152	CDS	1005	fim1C_6			Putative fimbrium subunit Fim1C
AIEECKCC_03153	CDS	456				hypothetical protein
AIEECKCC_03154	CDS	1917				hypothetical protein
AIEECKCC_03155	CDS	1554				Putative fimbrium tip subunit Fim1C
AIEECKCC_03156	CDS	375				hypothetical protein
AIEECKCC_03157	CDS	1383				hypothetical protein
AIEECKCC_03158	CDS	459				hypothetical protein
AIEECKCC_03159	CDS	858				hypothetical protein
AIEECKCC_03160	CDS	603				hypothetical protein
AIEECKCC_03161	CDS	2016				hypothetical protein
AIEECKCC_03162	CDS	1257				hypothetical protein
AIEECKCC_03163	CDS	432				hypothetical protein
AIEECKCC_03164	CDS	2352				hypothetical protein
AIEECKCC_03165	CDS	1434				hypothetical protein
AIEECKCC_03166	CDS	942	eamA		COG0697	putative amino-acid metabolite efflux pump
AIEECKCC_03167	CDS	2838	leuS	6.1.1.4		Leucine--tRNA ligase
AIEECKCC_03168	CDS	903				hypothetical protein
AIEECKCC_03169	CDS	579		3.6.1.66		dITP/XTP pyrophosphatase
AIEECKCC_03170	CDS	939	nadA	2.5.1.72	COG0379	Quinolinate synthase A
AIEECKCC_03171	CDS	528		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
AIEECKCC_03172	CDS	963				hypothetical protein
AIEECKCC_03173	CDS	741				hypothetical protein
AIEECKCC_03174	CDS	633				hypothetical protein
AIEECKCC_03175	CDS	2004				hypothetical protein
AIEECKCC_03176	CDS	774				hypothetical protein
AIEECKCC_03177	CDS	510				hypothetical protein
AIEECKCC_03178	CDS	840	nucA	3.1.30.-		Nuclease
AIEECKCC_03179	CDS	1683	dauA		COG0659	C4-dicarboxylic acid transporter DauA
AIEECKCC_03180	CDS	579	rbr		COG1592	Rubrerythrin
AIEECKCC_03181	CDS	2184				hypothetical protein
AIEECKCC_03182	CDS	1749				hypothetical protein
AIEECKCC_03183	CDS	1572	nadB	1.4.3.16	COG0029	L-aspartate oxidase
AIEECKCC_03184	CDS	1920				hypothetical protein
AIEECKCC_03185	CDS	375				hypothetical protein
AIEECKCC_03186	CDS	393				hypothetical protein
AIEECKCC_03187	CDS	747				hypothetical protein
AIEECKCC_03188	CDS	1212				hypothetical protein
AIEECKCC_03189	CDS	1317				hypothetical protein
AIEECKCC_03190	CDS	1080	nanM_2	5.1.3.24		N-acetylneuraminate epimerase
AIEECKCC_03191	CDS	333				hypothetical protein
AIEECKCC_03192	CDS	273				hypothetical protein
AIEECKCC_03193	CDS	672				hypothetical protein
AIEECKCC_03194	CDS	1359		1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
AIEECKCC_03195	CDS	423				hypothetical protein
AIEECKCC_03196	CDS	1272				hypothetical protein
AIEECKCC_03197	CDS	1440	dac	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
AIEECKCC_03198	CDS	912				hypothetical protein
AIEECKCC_03199	CDS	1170	mdtE_3			Multidrug resistance protein MdtE
AIEECKCC_03200	CDS	3147	bepE_4			Efflux pump membrane transporter BepE
AIEECKCC_03201	CDS	1407	oprM_5		COG1538	Outer membrane protein OprM
AIEECKCC_03202	CDS	1497	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
AIEECKCC_03203	CDS	381				hypothetical protein
AIEECKCC_03204	CDS	1374	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
AIEECKCC_03205	CDS	504				hypothetical protein
AIEECKCC_03206	CDS	900	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AIEECKCC_03207	CDS	876	ftsX		COG2177	Cell division protein FtsX
AIEECKCC_03208	CDS	240				hypothetical protein
AIEECKCC_03209	CDS	792	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
AIEECKCC_03210	CDS	759	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
AIEECKCC_03211	CDS	1059	queA_2	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
AIEECKCC_03212	CDS	477	sulD		COG0801	Bifunctional folate synthesis protein
AIEECKCC_03213	CDS	1293	metK	2.5.1.6		S-adenosylmethionine synthase
AIEECKCC_03214	CDS	1947	rcsC_32	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_03215	CDS	723				hypothetical protein
AIEECKCC_03216	CDS	144				hypothetical protein
AIEECKCC_03217	CDS	309				hypothetical protein
AIEECKCC_03218	CDS	864				hypothetical protein
AIEECKCC_03219	CDS	489				hypothetical protein
AIEECKCC_03220	CDS	441				hypothetical protein
AIEECKCC_03221	CDS	102				hypothetical protein
AIEECKCC_03222	CDS	3261				hypothetical protein
AIEECKCC_03223	CDS	3000				hypothetical protein
AIEECKCC_03224	CDS	579				hypothetical protein
AIEECKCC_03225	CDS	1341				hypothetical protein
AIEECKCC_03226	CDS	522				hypothetical protein
AIEECKCC_03227	CDS	2499				hypothetical protein
AIEECKCC_03228	CDS	321				hypothetical protein
AIEECKCC_03229	CDS	495				hypothetical protein
AIEECKCC_03230	CDS	1380	yagG		COG2211	Putative glycoside/cation symporter YagG
AIEECKCC_03231	CDS	1173		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
AIEECKCC_03232	CDS	951	manA_2	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
AIEECKCC_03233	CDS	1461				hypothetical protein
AIEECKCC_03234	CDS	1767				hypothetical protein
AIEECKCC_03235	CDS	1476				hypothetical protein
AIEECKCC_03236	CDS	1452				hypothetical protein
AIEECKCC_03237	CDS	615				hypothetical protein
AIEECKCC_03238	CDS	1128	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
AIEECKCC_03239	CDS	1329				hypothetical protein
AIEECKCC_03240	CDS	642				hypothetical protein
AIEECKCC_03241	CDS	723				hypothetical protein
AIEECKCC_03242	CDS	858				hypothetical protein
AIEECKCC_03243	CDS	1770				SusD-like protein P38
AIEECKCC_03244	CDS	3249	susC_10			TonB-dependent receptor SusC
AIEECKCC_03245	CDS	1698				hypothetical protein
AIEECKCC_03246	CDS	1986				hypothetical protein
AIEECKCC_03247	CDS	1302				hypothetical protein
AIEECKCC_03248	CDS	1722				SusD-like protein
AIEECKCC_03249	CDS	3267				TonB-dependent receptor P3
AIEECKCC_03250	CDS	981	eglS	3.2.1.4	COG2730	Endoglucanase
AIEECKCC_03251	CDS	1293				hypothetical protein
AIEECKCC_03252	CDS	1284	axe7A_2	3.1.1.-	COG3458	Acetyl esterase Axe7A
AIEECKCC_03253	CDS	894	rhaS_7			HTH-type transcriptional activator RhaS
AIEECKCC_03254	CDS	2445		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
AIEECKCC_03255	CDS	2487	cbpA	2.4.1.20	COG3459	Cellobiose phosphorylase
AIEECKCC_03256	CDS	1005	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
AIEECKCC_03257	CDS	2016		3.2.1.22		Retaining alpha-galactosidase
AIEECKCC_03258	CDS	639				hypothetical protein
AIEECKCC_03259	CDS	174				hypothetical protein
AIEECKCC_03260	CDS	459				hypothetical protein
AIEECKCC_03261	CDS	3045	yfeW_1	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
AIEECKCC_03262	CDS	3015	yfeW_2	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
AIEECKCC_03263	CDS	918	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
AIEECKCC_03264	CDS	771				hypothetical protein
AIEECKCC_03265	CDS	354	rplS			50S ribosomal protein L19
AIEECKCC_03266	CDS	981	glcK_1	2.7.1.2	COG1940	Glucokinase
AIEECKCC_03267	CDS	717	yknY_4	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
AIEECKCC_03268	CDS	1260	macB_3	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
AIEECKCC_03269	CDS	1242	macB_4	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
AIEECKCC_03270	CDS	1104	macA_2		COG0845	Macrolide export protein MacA
AIEECKCC_03271	CDS	1329	oprJ		COG1538	Outer membrane protein OprJ
AIEECKCC_03272	CDS	918				hypothetical protein
AIEECKCC_03273	CDS	693				hypothetical protein
AIEECKCC_03274	CDS	837	cvfB			Conserved virulence factor B
AIEECKCC_03275	CDS	1002	mdh_2	1.1.1.37		Malate dehydrogenase
AIEECKCC_03276	tRNA	74				tRNA-Phe(gaa)
AIEECKCC_03277	tRNA	74				tRNA-Pro(cgg)
AIEECKCC_03278	CDS	645	rhaS_8			HTH-type transcriptional activator RhaS
AIEECKCC_03279	CDS	333				hypothetical protein
AIEECKCC_03280	CDS	1146	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
AIEECKCC_03281	CDS	810	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
AIEECKCC_03282	CDS	1011	rhaT		COG0697	L-rhamnose-proton symporter
AIEECKCC_03283	CDS	1254	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
AIEECKCC_03284	CDS	1473	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
AIEECKCC_03285	CDS	474	argR			Arginine repressor
AIEECKCC_03286	CDS	558				hypothetical protein
AIEECKCC_03287	CDS	1206	argG	6.3.4.5		Argininosuccinate synthase
AIEECKCC_03288	CDS	219				hypothetical protein
AIEECKCC_03289	CDS	969	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
AIEECKCC_03290	CDS	1122	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
AIEECKCC_03291	CDS	774	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
AIEECKCC_03292	CDS	555				hypothetical protein
AIEECKCC_03293	CDS	1656	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AIEECKCC_03294	CDS	1251				hypothetical protein
AIEECKCC_03295	tRNA	85				tRNA-Leu(taa)
AIEECKCC_03296	tRNA	74				tRNA-Gly(gcc)
AIEECKCC_03297	CDS	1341	argH	4.3.2.1	COG0165	Argininosuccinate lyase
AIEECKCC_03298	CDS	411				hypothetical protein
AIEECKCC_03299	CDS	639	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AIEECKCC_03300	CDS	480	recX			Regulatory protein RecX
AIEECKCC_03301	CDS	837	prmC	2.1.1.297		Release factor glutamine methyltransferase
AIEECKCC_03302	CDS	1056	ribD		COG0117	Riboflavin biosynthesis protein RibD
AIEECKCC_03303	CDS	1365				hypothetical protein
AIEECKCC_03304	CDS	735	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
AIEECKCC_03305	CDS	2640	bamA_3		COG4775	Outer membrane protein assembly factor BamA
AIEECKCC_03306	CDS	516				hypothetical protein
AIEECKCC_03307	CDS	507				hypothetical protein
AIEECKCC_03308	CDS	840	murI	5.1.1.3	COG0796	Glutamate racemase
AIEECKCC_03309	CDS	240				hypothetical protein
AIEECKCC_03310	CDS	1080	proB	2.7.2.11	COG0263	Glutamate 5-kinase
AIEECKCC_03311	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
AIEECKCC_03312	CDS	954	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
AIEECKCC_03313	CDS	387	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
AIEECKCC_03314	CDS	669				hypothetical protein
AIEECKCC_03315	CDS	1158				hypothetical protein
AIEECKCC_03316	CDS	981	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
AIEECKCC_03317	CDS	1071	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AIEECKCC_03318	CDS	648				hypothetical protein
AIEECKCC_03319	CDS	249				hypothetical protein
AIEECKCC_03320	CDS	567	efp		COG0231	Elongation factor P
AIEECKCC_03321	CDS	990				hypothetical protein
AIEECKCC_03322	CDS	687				hypothetical protein
AIEECKCC_03323	CDS	312	sufT			Fe-S protein maturation auxiliary factor SufT
AIEECKCC_03324	CDS	765	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
AIEECKCC_03325	CDS	1833	chbG	3.5.1.105		Chitooligosaccharide deacetylase
AIEECKCC_03326	CDS	213				hypothetical protein
AIEECKCC_03327	CDS	1401	phoB_3	3.1.3.1	COG1785	Alkaline phosphatase 3
AIEECKCC_03328	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
AIEECKCC_03329	CDS	1020	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
AIEECKCC_03330	CDS	201				hypothetical protein
AIEECKCC_03331	CDS	339				hypothetical protein
AIEECKCC_03332	CDS	696	yohK		COG1346	Inner membrane protein YohK
AIEECKCC_03333	CDS	915				hypothetical protein
AIEECKCC_03334	CDS	1017	eis	2.3.1.-		N-acetyltransferase Eis
AIEECKCC_03335	CDS	1320	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
AIEECKCC_03336	CDS	1539	tldD	3.4.-.-	COG0312	Metalloprotease TldD
AIEECKCC_03337	CDS	765	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
AIEECKCC_03338	CDS	852	folP	2.5.1.15	COG0294	Dihydropteroate synthase
AIEECKCC_03339	CDS	1299	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AIEECKCC_03340	CDS	426				hypothetical protein
AIEECKCC_03341	CDS	1368				hypothetical protein
AIEECKCC_03342	CDS	951				hypothetical protein
AIEECKCC_03343	CDS	2301				hypothetical protein
AIEECKCC_03344	CDS	660	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
AIEECKCC_03345	CDS	711	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
AIEECKCC_03346	CDS	2130	kefB_3			Glutathione-regulated potassium-efflux system protein KefB
AIEECKCC_03347	CDS	1008	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
AIEECKCC_03348	CDS	1419				hypothetical protein
AIEECKCC_03349	CDS	1815				hypothetical protein
AIEECKCC_03350	CDS	3324	susC_11			TonB-dependent receptor SusC
AIEECKCC_03351	CDS	150				hypothetical protein
AIEECKCC_03352	CDS	849				hypothetical protein
AIEECKCC_03353	CDS	3396				TonB-dependent receptor P26
AIEECKCC_03354	CDS	1686				hypothetical protein
AIEECKCC_03355	CDS	1554				hypothetical protein
AIEECKCC_03356	CDS	273				hypothetical protein
AIEECKCC_03357	CDS	309				hypothetical protein
AIEECKCC_03358	CDS	624				hypothetical protein
AIEECKCC_03359	CDS	2094				hypothetical protein
AIEECKCC_03360	CDS	1263				hypothetical protein
AIEECKCC_03361	CDS	1455				hypothetical protein
AIEECKCC_03362	CDS	3111				hypothetical protein
AIEECKCC_03363	CDS	1830	bamB			Outer membrane protein assembly factor BamB
AIEECKCC_03364	CDS	1461				hypothetical protein
AIEECKCC_03365	CDS	933				hypothetical protein
AIEECKCC_03366	CDS	1320				hypothetical protein
AIEECKCC_03367	CDS	1323	ampG_2		COG0477	Anhydromuropeptide permease
AIEECKCC_03368	CDS	1242				hypothetical protein
AIEECKCC_03369	CDS	2961				hypothetical protein
AIEECKCC_03370	CDS	1185				hypothetical protein
AIEECKCC_03371	CDS	840				hypothetical protein
AIEECKCC_03372	CDS	810	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
AIEECKCC_03373	CDS	1896	yfeW_3	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
AIEECKCC_03374	CDS	645				hypothetical protein
AIEECKCC_03375	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
AIEECKCC_03376	CDS	2337	bglB_4	3.2.1.21	COG1472	Thermostable beta-glucosidase B
AIEECKCC_03377	CDS	1197	axe1-6A_3		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
AIEECKCC_03378	CDS	1542				hypothetical protein
AIEECKCC_03379	CDS	315				hypothetical protein
AIEECKCC_03380	CDS	1413				hypothetical protein
AIEECKCC_03381	CDS	1194				hypothetical protein
AIEECKCC_03382	CDS	3087				TonB-dependent receptor P3
AIEECKCC_03383	CDS	1923				hypothetical protein
AIEECKCC_03384	CDS	879				hypothetical protein
AIEECKCC_03385	CDS	1944				hypothetical protein
AIEECKCC_03386	CDS	1146				hypothetical protein
AIEECKCC_03387	CDS	1173				hypothetical protein
AIEECKCC_03388	CDS	144				hypothetical protein
AIEECKCC_03389	CDS	3426				hypothetical protein
AIEECKCC_03390	CDS	2082				hypothetical protein
AIEECKCC_03391	CDS	2226	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
AIEECKCC_03392	CDS	528				hypothetical protein
AIEECKCC_03393	CDS	699	prrA			Transcriptional regulatory protein PrrA
AIEECKCC_03394	CDS	867				hypothetical protein
AIEECKCC_03395	CDS	426				hypothetical protein
AIEECKCC_03396	CDS	1266				hypothetical protein
AIEECKCC_03397	CDS	357				hypothetical protein
AIEECKCC_03398	CDS	141				hypothetical protein
AIEECKCC_03399	CDS	495				hypothetical protein
AIEECKCC_03400	CDS	108				hypothetical protein
AIEECKCC_03401	CDS	813				hypothetical protein
AIEECKCC_03402	CDS	2616	mutS_3		COG0249	DNA mismatch repair protein MutS
AIEECKCC_03403	CDS	4137	lacZ_12	3.2.1.23		Beta-galactosidase
AIEECKCC_03404	CDS	4068	rcsC_33	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_03405	CDS	1950		3.2.1.22		Retaining alpha-galactosidase
AIEECKCC_03406	CDS	3630				hypothetical protein
AIEECKCC_03407	CDS	2067				hypothetical protein
AIEECKCC_03408	CDS	1230				hypothetical protein
AIEECKCC_03409	CDS	1464				hypothetical protein
AIEECKCC_03410	CDS	3177				TonB-dependent receptor P3
AIEECKCC_03411	CDS	1611				SusD-like protein P2
AIEECKCC_03412	CDS	1149				hypothetical protein
AIEECKCC_03413	CDS	1134				hypothetical protein
AIEECKCC_03414	CDS	2151				hypothetical protein
AIEECKCC_03415	CDS	2628		3.2.1.40		Alpha-L-rhamnosidase
AIEECKCC_03416	CDS	2178		3.2.1.-		Beta-xylosidase
AIEECKCC_03417	CDS	2337				hypothetical protein
AIEECKCC_03418	CDS	906	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
AIEECKCC_03419	CDS	921				hypothetical protein
AIEECKCC_03420	CDS	813				hypothetical protein
AIEECKCC_03421	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
AIEECKCC_03422	CDS	792				hypothetical protein
AIEECKCC_03423	CDS	1335	lysC_2	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
AIEECKCC_03424	CDS	1353	atoC_3		COG2204	Regulatory protein AtoC
AIEECKCC_03425	CDS	186				hypothetical protein
AIEECKCC_03426	CDS	1722	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
AIEECKCC_03427	CDS	2049	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
AIEECKCC_03428	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
AIEECKCC_03429	CDS	756				hypothetical protein
AIEECKCC_03430	CDS	1122	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
AIEECKCC_03431	CDS	1440	srrB	2.7.13.3		Sensor protein SrrB
AIEECKCC_03432	CDS	867	rhaS_9			HTH-type transcriptional activator RhaS
AIEECKCC_03433	CDS	1641				hypothetical protein
AIEECKCC_03434	CDS	1095	emrA_2			Colistin resistance protein EmrA
AIEECKCC_03435	CDS	1359				hypothetical protein
AIEECKCC_03436	tRNA	75				tRNA-Met(cat)
AIEECKCC_03437	CDS	387				hypothetical protein
AIEECKCC_03438	CDS	1902				hypothetical protein
AIEECKCC_03439	CDS	1215	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
AIEECKCC_03440	CDS	1194		2.6.1.1		Aspartate/prephenate aminotransferase
AIEECKCC_03441	CDS	171				Ferredoxin
AIEECKCC_03442	CDS	1962	rcsC_34	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_03443	CDS	1860	rcsC_35	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_03444	CDS	1815				hypothetical protein
AIEECKCC_03445	CDS	309				hypothetical protein
AIEECKCC_03446	CDS	345				hypothetical protein
AIEECKCC_03447	CDS	1332				hypothetical protein
AIEECKCC_03448	CDS	1512				hypothetical protein
AIEECKCC_03449	CDS	1527				SusD-like protein P38
AIEECKCC_03450	CDS	2979				TonB-dependent receptor P3
AIEECKCC_03451	CDS	1716				hypothetical protein
AIEECKCC_03452	rRNA	1523				16S ribosomal RNA
AIEECKCC_03453	CDS	597	cat	2.3.1.28		Chloramphenicol acetyltransferase
AIEECKCC_03454	CDS	870	araB_1	2.7.1.16	COG1069	Ribulokinase
AIEECKCC_03455	CDS	1431	fucP_4		COG0738	L-fucose-proton symporter
AIEECKCC_03456	CDS	1224				hypothetical protein
AIEECKCC_03457	CDS	1788	fucI_1	5.3.1.25	COG2407	L-fucose isomerase
AIEECKCC_03458	CDS	1005	degA_1		COG1609	HTH-type transcriptional regulator DegA
AIEECKCC_03459	CDS	1065				hypothetical protein
AIEECKCC_03460	CDS	939	araB_2	2.7.1.16	COG1069	Ribulokinase
AIEECKCC_03461	CDS	1176				hypothetical protein
AIEECKCC_03462	CDS	2910	susC_12			TonB-dependent receptor SusC
AIEECKCC_03463	CDS	1575				hypothetical protein
AIEECKCC_03464	CDS	399				hypothetical protein
AIEECKCC_03465	CDS	396				hypothetical protein
AIEECKCC_03466	CDS	741				hypothetical protein
AIEECKCC_03467	CDS	303				hypothetical protein
AIEECKCC_03468	CDS	318				hypothetical protein
AIEECKCC_03469	CDS	2505				hypothetical protein
AIEECKCC_03470	CDS	360				hypothetical protein
AIEECKCC_03471	CDS	273				hypothetical protein
AIEECKCC_03472	CDS	630				hypothetical protein
AIEECKCC_03473	CDS	1002				hypothetical protein
AIEECKCC_03474	CDS	624				hypothetical protein
AIEECKCC_03475	CDS	291				hypothetical protein
AIEECKCC_03476	CDS	1425				hypothetical protein
AIEECKCC_03477	CDS	1005				hypothetical protein
AIEECKCC_03478	CDS	585				hypothetical protein
AIEECKCC_03479	CDS	444				hypothetical protein
AIEECKCC_03480	CDS	567				hypothetical protein
AIEECKCC_03481	CDS	114				hypothetical protein
AIEECKCC_03482	CDS	594				hypothetical protein
AIEECKCC_03483	CDS	231				hypothetical protein
AIEECKCC_03484	CDS	285				hypothetical protein
AIEECKCC_03485	CDS	834				hypothetical protein
AIEECKCC_03486	CDS	924				hypothetical protein
AIEECKCC_03487	CDS	432				hypothetical protein
AIEECKCC_03488	CDS	594				hypothetical protein
AIEECKCC_03489	CDS	1221	xerC_14			Tyrosine recombinase XerC
AIEECKCC_03490	tRNA	75				tRNA-Asp(gtc)
AIEECKCC_03491	CDS	189				hypothetical protein
AIEECKCC_03492	CDS	1119	dapL_3	2.6.1.83		LL-diaminopimelate aminotransferase
AIEECKCC_03493	CDS	1581				hypothetical protein
AIEECKCC_03494	CDS	3108				TonB-dependent receptor P3
AIEECKCC_03495	CDS	609				hypothetical protein
AIEECKCC_03496	CDS	537	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
AIEECKCC_03497	CDS	456				hypothetical protein
AIEECKCC_03498	CDS	642	recR		COG0353	Recombination protein RecR
AIEECKCC_03499	CDS	132				hypothetical protein
AIEECKCC_03500	CDS	2874				TonB-dependent receptor P26
AIEECKCC_03501	CDS	1599				hypothetical protein
AIEECKCC_03502	CDS	2916	susC_13			TonB-dependent receptor SusC
AIEECKCC_03503	CDS	1461				hypothetical protein
AIEECKCC_03504	CDS	531				hypothetical protein
AIEECKCC_03505	CDS	585				hypothetical protein
AIEECKCC_03506	CDS	192				hypothetical protein
AIEECKCC_03507	CDS	324				hypothetical protein
AIEECKCC_03508	CDS	204				hypothetical protein
AIEECKCC_03509	CDS	540				hypothetical protein
AIEECKCC_03510	CDS	240				hypothetical protein
AIEECKCC_03511	CDS	414				hypothetical protein
AIEECKCC_03512	CDS	384				hypothetical protein
AIEECKCC_03513	CDS	567				hypothetical protein
AIEECKCC_03514	CDS	1929				hypothetical protein
AIEECKCC_03515	CDS	339	fucI_2	5.3.1.25	COG2407	L-fucose isomerase
AIEECKCC_03516	CDS	672	degA_2		COG1609	HTH-type transcriptional regulator DegA
AIEECKCC_03517	CDS	285				hypothetical protein
AIEECKCC_03518	CDS	939	araB_3	2.7.1.16	COG1069	Ribulokinase
AIEECKCC_03519	CDS	1182				hypothetical protein
AIEECKCC_03520	CDS	3219				TonB-dependent receptor P26
AIEECKCC_03521	CDS	1761				hypothetical protein
AIEECKCC_03522	CDS	420				hypothetical protein
AIEECKCC_03523	CDS	1371				hypothetical protein
AIEECKCC_03524	CDS	2061				hypothetical protein
AIEECKCC_03525	CDS	2979				hypothetical protein
AIEECKCC_03526	CDS	1983	susC_14			TonB-dependent receptor SusC
AIEECKCC_03527	CDS	396				hypothetical protein
AIEECKCC_03528	CDS	339				hypothetical protein
AIEECKCC_03529	CDS	1353				hypothetical protein
